"","Block_y","Tract","BID","Pdamage_avg","inv_dist_avg","Pdamage_PR","Efficiency_PR","SVI_PR_total","metric_sum","metric_PR","metric_wosvi_sum","metric_wosvi_PR"
"168",3037,514,3037514,2.5e-08,0.00744039498634363,0.68298969072165,0.819587628865979,0.304123711340206,0.602233676975945,0.716494845360825,0.751288659793814,0.798969072164949
"169",3038,514,3038514,0,0.00770694561719027,0.327319587628866,0.798969072164949,0.170103092783505,0.43213058419244,0.404639175257732,0.563144329896907,0.680412371134021
"170",3039,514,3039514,0,0.00711068543398813,0.327319587628866,0.850515463917526,0.47680412371134,0.551546391752577,0.623711340206186,0.588917525773196,0.701030927835051
"171",3040,514,3040514,0,0.00952935690860678,0.327319587628866,0.675257731958763,0.314432989690722,0.439003436426117,0.43298969072165,0.501288659793814,0.577319587628866
"172",3041,514,3041514,0,0.00927240804738804,0.327319587628866,0.695876288659794,0.414948453608247,0.479381443298969,0.528350515463918,0.51159793814433,0.592783505154639
"173",3042,514,3042514,0,0.011112922755417,0.327319587628866,0.608247422680412,0.211340206185567,0.382302405498282,0.319587628865979,0.467783505154639,0.515463917525773
"174",3043,514,3043514,0,0.0121660532446701,0.327319587628866,0.577319587628866,0.896907216494845,0.600515463917526,0.706185567010309,0.452319587628866,0.484536082474227
"175",3044,514,3044514,0,0.0105270934428269,0.327319587628866,0.628865979381443,0.27319587628866,0.40979381443299,0.350515463917526,0.478092783505155,0.530927835051546
"176",3045,514,3045514,0,0.0100429148661844,0.327319587628866,0.65979381443299,0.0618556701030928,0.349656357388316,0.234536082474227,0.493556701030928,0.561855670103093
"177",3046,514,3046514,0,0.00900200523135151,0.327319587628866,0.711340206185567,0.293814432989691,0.444158075601375,0.463917525773196,0.519329896907217,0.608247422680412
"178",3047,514,3047514,0,0.00800345274403852,0.327319587628866,0.77319587628866,0.103092783505155,0.401202749140893,0.34020618556701,0.550257731958763,0.662371134020619
"179",3048,514,3048514,0.0034716,0.00704588543083743,0.788659793814433,0.860824742268041,0.0206185567010309,0.556701030927835,0.639175257731959,0.824742268041237,0.845360824742268
"180",3049,514,3049514,0,0.00684701736340202,0.327319587628866,0.881443298969072,0.329896907216495,0.512886597938144,0.577319587628866,0.604381443298969,0.711340206185567
"181",3050,514,3050514,0,0.00804226156206781,0.327319587628866,0.762886597938144,0.38659793814433,0.492268041237113,0.54639175257732,0.545103092783505,0.649484536082474
"182",3051,514,3051514,0,0.00612848796044972,0.327319587628866,0.922680412371134,0.0257731958762887,0.425257731958763,0.38659793814433,0.625,0.755154639175258
"183",3052,514,3052514,0,0.00647124141731388,0.327319587628866,0.912371134020619,0.257731958762887,0.49914089347079,0.556701030927835,0.619845360824742,0.747422680412371
"184",3054,514,3054514,0,0.00837303938541657,0.327319587628866,0.742268041237113,0.845360824742268,0.638316151202749,0.783505154639175,0.53479381443299,0.634020618556701
"185",3056,514,3056514,0,0.00867597151918102,0.327319587628866,0.72680412371134,0.680412371134021,0.578178694158076,0.670103092783505,0.527061855670103,0.623711340206186
"186",3057,514,3057514,0,0.00908254862921053,0.327319587628866,0.706185567010309,0.742268041237113,0.59192439862543,0.690721649484536,0.516752577319588,0.603092783505155
"187",3058,514,3058514,0,0.0104320732055481,0.327319587628866,0.644329896907217,0.639175257731959,0.536941580756014,0.608247422680412,0.485824742268041,0.541237113402062
"188",3059,514,3059514,0,0.00813935919877405,0.327319587628866,0.752577319587629,0.0489690721649485,0.376288659793814,0.29639175257732,0.539948453608247,0.639175257731959
"189",3060,514,3060514,0,0.00802833740877899,0.327319587628866,0.768041237113402,0.752577319587629,0.615979381443299,0.742268041237113,0.547680412371134,0.654639175257732
"190",3061,514,3061514,0,0.00758194276516689,0.327319587628866,0.809278350515464,0.376288659793814,0.504295532646048,0.56701030927835,0.568298969072165,0.685567010309278
"191",3062,514,3062514,0,0.00782615591904297,0.327319587628866,0.788659793814433,0.603092783505155,0.573024054982818,0.649484536082474,0.55798969072165,0.675257731958763
"192",3063,514,3063514,0,0.00692559510850075,0.327319587628866,0.871134020618557,0.0824742268041237,0.426975945017182,0.396907216494845,0.599226804123711,0.706185567010309
"193",3064,514,3064514,0,0.00893303736286242,0.327319587628866,0.716494845360825,0.822164948453608,0.621993127147766,0.752577319587629,0.521907216494845,0.61340206185567
"194",3066,514,3066514,0,0.00961538461538462,0.327319587628866,0.664948453608247,0.989690721649485,0.660652920962199,0.809278350515464,0.496134020618557,0.56701030927835
